State,Area,Windfarm,WEC,PlantNo,WECType,StatusCode,Main code,sub code,Description,Frequency,Duration,Date,Month,Hour,Min,Sec,Total_hours
GJ,SAMANA,4109,HZLSD-20,10,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,09:19:15,2023-08-13,Aug,9,19,15,9.36
GJ,SAMANA,4109,HZLSD-20,10,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,00:26:41,2023-08-13,Aug,0,26,41,0.55
GJ,SAMANA,4109,HZLSD-21,9,E-53,42:306,42,306,Pitch control error:Angle monitoring 56° blade C,1,09:54:20,2023-08-13,Aug,9,54,20,9.96
GJ,SAMANA,4109,JNISM-01,30,E-53,62:43,62,43,Feeding fault:Earth contact,1,02:36:37,2023-08-13,Aug,2,36,37,2.7
GJ,SAMANA,4109,JNISM-02,31,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,13,09:36:59,2023-08-13,Aug,9,36,59,9.76
GJ,SAMANA,4109,NPLSD-01,7,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,09:54:19,2023-08-13,Aug,9,54,19,9.95
GJ,SAMANA,4109,NPLSD-02,6,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,1,09:34:17,2023-08-13,Aug,9,34,17,9.61
GJ,SAMANA,4109,NPLSD-02,6,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,00:15:54,2023-08-13,Aug,0,15,54,0.4
GJ,SAMANA,4109,NPLSD-03,8,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,09:54:20,2023-08-13,Aug,9,54,20,9.96
GJ,SAMANA,4109,PBMPLMT-01,51,E-53,90:402,90,402,Prot. Circuit-breaker tripped:Fan power cabinet 2,1,00:25:21,2023-08-13,Aug,0,25,21,0.48
GJ,SAMANA,4109,PCTLSM-14,65,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,3,08:14:06,2023-08-13,Aug,8,14,6,8.25
GJ,SAMANA,4109,PCTLSM-14,65,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,1,00:46:07,2023-08-13,Aug,0,46,7,0.79
GJ,SAMANA,4109,SIECLSD-01,5,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,09:54:20,2023-08-13,Aug,9,54,20,9.96
GJ,SAMANA,4109,STMPLSD-01,4,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,09:54:20,2023-08-13,Aug,9,54,20,9.96
GJ,SAMANA,4109,SVBMPLSD-1,1,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,09:54:21,2023-08-13,Aug,9,54,21,9.96
GJ,SAMANA,4109,UILMT-03,46,E-53,300:17,300,17,Turbine control bus error I(Bus-Off):Blade A,1,05:36:32,2023-08-13,Aug,5,36,32,5.69
GJ,SAMANA,4109,UILMT-03,46,E-53,300:18,300,18,Turbine control bus error I(Bus-Off):Blade B,1,01:05:42,2023-08-13,Aug,1,5,42,1.2
GJ,SAMANA,4109,VISHWSM-02,70,E-53,60:16,60,16,Mains failure:Overvoltage L3,1,04:45:46,2023-08-13,Aug,4,45,46,4.88
GJ,SAMANA,4109,VISHWSM-06,60,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,03:47:04,2023-08-13,Aug,3,47,4,3.79
GJ,SAMANA,4109,VISHWSM-07,59,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,1,04:16:09,2023-08-13,Aug,4,16,9,4.29
GJ,SAMANA,4109,VISHWSM-47,63,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,09:52:56,2023-08-13,Aug,9,52,56,10.02
GJ,SAMANA,4113,CSCCSD-01,50,E-53,300:19,300,19,Turbine control bus error I(Bus-Off):Blade C,5,02:02:34,2023-08-13,Aug,2,2,34,2.13
GJ,SAMANA,4113,CSCCSD-01,50,E-53,48:21,48,21,Speed sensor error:Intermittent speed pulses,1,13:12:10,2023-08-13,Aug,13,12,10,13.23
GJ,SAMANA,4113,DJMSP-01,14,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,02:28:32,2023-08-13,Aug,2,28,32,2.56
GJ,SAMANA,4113,HZLDD-03,47,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,03:05:05,2023-08-13,Aug,3,5,5,3.1
GJ,SAMANA,4113,HZLDD-06,53,E-53,42:134,42,134,Pitch control error:Overtemperature motor blade A,3,00:08:18,2023-08-13,Aug,0,8,18,0.18
GJ,SAMANA,4113,SARGAM-10,23,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,2,01:07:18,2023-08-13,Aug,1,7,18,1.17
GJ,SAMANA,4113,TATASP-04,35,E-53,25:222,25,222,Fault yaw inverter:Supply motor control 2,2,01:24:32,2023-08-13,Aug,1,24,32,1.49
GJ,SAMANA,4113,TATASP-17,38,E-53,70:1,70,1,Generator overtemperature:Stator,5,02:01:34,2023-08-13,Aug,2,1,34,2.11
GJ,SAMANA,4113,TATASP-19,33,E-53,20:51,20,51,Wind measurement fault:Anemometer faulty,6,02:50:26,2023-08-13,Aug,2,50,26,2.91
GJ,SAMANA,4113,TATASP-19,33,E-53,20:52,20,52,Wind measurement fault:No signal from anemometer,1,03:03:09,2023-08-13,Aug,3,3,9,3.08
GJ,SAMANA,4113,TATASP-25,7,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,3,00:34:09,2023-08-13,Aug,0,34,9,0.59
GJ,SAMANA,4113,TATASP-26,1,E-53,70:1,70,1,Generator overtemperature:Stator,2,00:41:40,2023-08-13,Aug,0,41,40,0.79
GJ,SAMANA,4113,TATASP-42,9,E-53,65:103,65,103,Overvoltage  inverter:DC-link inverter 3,1,00:08:36,2023-08-13,Aug,0,8,36,0.23
GJ,SAMANA,4113,TATASP-42,9,E-53,67:203,67,203,Overtemperature:Heatsink L2 inverter 3,11,03:02:17,2023-08-13,Aug,3,2,17,3.08
GJ,SAMANA,4113,TATASP-56,66,E-53,304:51,304,51,Turbine control bus error (Timeout):Yaw inverter 1,1,00:44:20,2023-08-13,Aug,0,44,20,0.79
GJ,SAMANA,4113,TATASP-59,55,E-53,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,04:29:18,2023-08-13,Aug,4,29,18,4.53
GJ,SAMANA,4113,TATASP-59,55,E-53,66:52,66,52,Fault rectifier:Overtemperature rectifier 2,2,02:31:06,2023-08-13,Aug,2,31,6,2.53
GJ,SAMANA,4127,VAAYUSM-49,10,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,00:12:26,2023-08-13,Aug,0,12,26,0.27
GJ,SAMANA,4127,VAAYUSM-49,10,E-53,70:1,70,1,Generator overtemperature:Stator,5,02:30:11,2023-08-13,Aug,2,30,11,2.53
GJ,SAMANA,4127,VAAYUSM-61,14,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,02:18:56,2023-08-13,Aug,2,18,56,2.46
GJ,SAMANA,4137,VAAYUSM-24,1,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,05:16:02,2023-08-13,Aug,5,16,2,5.27
GJ,BHATIA,2140,GGLBM-01,1,E-48,67:502,67,502,Overtemperature:Thermoswitch heatsink inv.2,1,00:00:29,2023-08-14,Aug,0,0,29,0.08
GJ,BHATIA,2140,GGLBM-01,1,E-48,70:5,70,5,Generator overtemperature:Rotor (measurement blade A),5,12:19:27,2023-08-14,Aug,12,19,27,12.39
GJ,BHATIA,2140,GGLBM-04,4,E-48,42:103,42,103,Pitch control error:Limit switch 95° blade A,1,01:04:47,2023-08-14,Aug,1,4,47,1.2
GJ,BHATIA,2140,GGLBM-04,4,E-48,62:102,62,102,Feeding fault:To low power inverter 2,1,00:17:53,2023-08-14,Aug,0,17,53,0.43
GJ,BHATIA,2140,GGLBM-04,4,E-48,65:119,65,119,Overvoltage  inverter:DC-link several inverters,1,01:12:15,2023-08-14,Aug,1,12,15,1.24
GJ,BHATIA,2140,GGLBM-06,6,E-48,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,2,01:11:10,2023-08-14,Aug,1,11,10,1.21
GJ,BHATIA,2140,GGLBM-08,8,E-48,67:203,67,203,Overtemperature:Heatsink L2 inverter 3,4,06:15:32,2023-08-14,Aug,6,15,32,6.34
GJ,BHATIA,2140,GGLBM-11,11,E-48,73:2,73,2,Torque monitoring:Peak load,5,10:31:45,2023-08-14,Aug,10,31,45,10.64
GJ,BHATIA,2140,SDMLBM-05,19,E-48,67:203,67,203,Overtemperature:Heatsink L2 inverter 3,13,02:25:40,2023-08-14,Aug,2,25,40,2.53
GJ,BHATIA,2140,SHREEBM-02,23,E-48,304:19,304,19,Turbine control bus error (Timeout):Blade C,2,09:34:16,2023-08-14,Aug,9,34,16,9.61
GJ,BHATIA,2140,SHREEBM-02,23,E-48,43:0,43,0,Main security circuit fault:Unknown,1,00:32:23,2023-08-14,Aug,0,32,23,0.6
GJ,BHATIA,2485,ECCLNA-01,7,E-48,60:12,60,12,Mains failure:Undervoltage L2,1,04:33:25,2023-08-14,Aug,4,33,25,4.62
GJ,BHATIA,2485,JAOLNA-02,9,E-48,60:12,60,12,Mains failure:Undervoltage L2,1,04:07:39,2023-08-14,Aug,4,7,39,4.22
GJ,BHATIA,2485,SGLNA-01,12,E-48,438:203,438,203,Error supply IGBT-driver:Inverter control 3,1,04:50:23,2023-08-14,Aug,4,50,23,4.9
GJ,BHATIA,2485,UTPLNA-01,5,E-48,62:3,62,3,Grid feeding error:Power to switch off,3,00:34:24,2023-08-14,Aug,0,34,24,0.63
GJ,BHATIA,2485,UTPLNA-01,5,E-48,66:14,66,14,Fault rectifier:Rectifier 1 off,4,03:46:53,2023-08-14,Aug,3,46,53,3.91
GJ,BHATIA,2704,EIPLSP-05,35,E-48,65:102,65,102,Overvoltage  inverter:DC-link inverter 2,1,00:20:11,2023-08-14,Aug,0,20,11,0.36
GJ,BHATIA,2704,EIPLSP-05,35,E-48,66:13,66,13,Fault rectifier:Overvoltage  DC-link,4,08:33:39,2023-08-14,Aug,8,33,39,8.66
GJ,BHATIA,2704,GAELSP-01,37,E-48,62:102,62,102,Feeding fault:To low power inverter 2,3,00:14:39,2023-08-14,Aug,0,14,39,0.34
GJ,BHATIA,2704,SFPIOM-01,21,E-48,62:3,62,3,Grid feeding error:Power to switch off,1,11:03:54,2023-08-14,Aug,11,3,54,11.2
GJ,BHATIA,2704,SM-01,49,E-40,177:38,177,38,Supply inverter control 2:IGBT-driver,7,05:42:02,2023-08-14,Aug,5,42,2,5.71
GJ,BHATIA,2704,SM-01,49,E-40,60:11,60,11,Mains failure:Undervoltage L1,2,01:17:40,2023-08-14,Aug,1,17,40,1.39
GJ,BHATIA,2704,SM-01,49,E-40,60:12,60,12,Mains failure:Undervoltage L2,2,03:23:20,2023-08-14,Aug,3,23,20,3.44
GJ,BHATIA,2704,SM-01,49,E-40,60:13,60,13,Mains failure:Undervoltage L3,1,00:16:04,2023-08-14,Aug,0,16,4,0.28
GJ,BHATIA,2704,TILOM-01,11,E-48,66:53,66,53,Fault rectifier:Thermoswitch rectifier 1,1,06:43:17,2023-08-14,Aug,6,43,17,6.76
GJ,BHATIA,2704,TILOM-04,17,E-48,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,2,03:41:44,2023-08-14,Aug,3,41,44,3.81
GJ,BHATIA,2704,TILOM-04,17,E-48,60:12,60,12,Mains failure:Undervoltage L2,1,00:04:44,2023-08-14,Aug,0,4,44,0.19
GJ,BHATIA,2704,UILOM-01,20,E-48,67:301,67,301,Overtemperature:Heatsink L3 inverter 1,2,00:34:53,2023-08-14,Aug,0,34,53,0.71
GJ,BHATIA,2714,BILOM-01,3,E-48,66:35,66,35,Fault rectifier:Malfunction of earth contact monit. Sys2,1,04:22:56,2023-08-14,Aug,4,22,56,4.52
GJ,BHATIA,2714,DPWPLOM-01,2,E-48,228:450,228,450,Timeout warnmessage :Error battery,1,08:55:38,2023-08-14,Aug,8,55,38,9.02
GJ,BHATIA,4118,GICWLNA-01,9,E-53,307:10,307,10,Data bus error blade control (timeout):Angle encoder blade A,1,05:41:16,2023-08-14,Aug,5,41,16,5.73
GJ,BHATIA,4118,GICWLNA-06,5,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,05:48:38,2023-08-14,Aug,5,48,38,5.91
GJ,BHATIA,4118,GICWLNA-07,4,E-53,438:203,438,203,Error supply IGBT-driver:Inverter control 3,2,01:38:47,2023-08-14,Aug,1,38,47,1.76
GJ,BHATIA,4118,GICWLNA-08,3,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,00:00:29,2023-08-14,Aug,0,0,29,0.08
GJ,BHATIA,4118,GICWLNA-09,1,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,04:48:49,2023-08-14,Aug,4,48,49,4.94
GJ,BHATIA,4118,GIWPLNA-24,13,E-53,307:10,307,10,Data bus error blade control (timeout):Angle encoder blade A,3,07:03:08,2023-08-14,Aug,7,3,8,7.07
GJ,BHATIA,4118,GIWPLNA-24,13,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,02:43:14,2023-08-14,Aug,2,43,14,2.76
GJ,BHATIA,4121,AESCC-01,1,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:40:13,2023-08-14,Aug,0,40,13,0.7
GJ,BHATIA,4121,AESCC-02,3,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:04:19,2023-08-14,Aug,0,4,19,0.12
GJ,BHATIA,4121,AESCC-03,4,E-53,25:235,25,235,Fault yaw inverter:No output current system 2,2,00:49:31,2023-08-14,Aug,0,49,31,0.9
GJ,BHATIA,4121,AESCC-05,8,E-53,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,00:39:55,2023-08-14,Aug,0,39,55,0.8
GJ,BHATIA,4121,AESCC-06,2,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:40:25,2023-08-14,Aug,0,40,25,0.74
GJ,BHATIA,4121,AESCC-21,9,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:39:31,2023-08-14,Aug,0,39,31,0.74
GJ,BHATIA,4122,AESGN-17,10,E-53,62:43,62,43,Feeding fault:Earth contact,1,00:48:31,2023-08-14,Aug,0,48,31,0.89
GJ,BHATIA,4122,AESGN-19,12,E-53,429:202,429,202,Error supply hardware:Inverter control 2,1,00:01:36,2023-08-14,Aug,0,1,36,0.12
GJ,BHATIA,4134,GICWLNA-10,1,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,04:18:50,2023-08-14,Aug,4,18,50,4.44
GJ,BHATIA,4134,GICWLNA-10,1,E-53,70:6,70,6,Generator overtemperature:Rotor (measurement blade B),2,03:33:14,2023-08-14,Aug,3,33,14,3.59
GJ,BHATIA,4134,GICWLNA-13,4,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,05:31:24,2023-08-14,Aug,5,31,24,5.58
GJ,BHATIA,4134,GICWLNA-16,7,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,02:01:42,2023-08-14,Aug,2,1,42,2.13
GJ,BHATIA,4134,GICWLNA-16,7,E-53,67:401,67,401,Overtemperature:Heatsink step-up-chopper inv.1,17,06:02:48,2023-08-14,Aug,6,2,48,6.17
GJ,BHATIA,4134,GICWLNA-17,8,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,05:31:33,2023-08-14,Aug,5,31,33,5.61
GJ,BHATIA,4142,AESJP-38,4,E-53,62:103,62,103,Feeding fault:To low power inverter 3,8,10:01:40,2023-08-14,Aug,10,1,40,10.13
GJ,BHATIA,4162,GAELKRG-01,1,E-48,60:13,60,13,Mains failure:Undervoltage L3,1,05:00:18,2023-08-14,Aug,5,0,18,5.05
GJ,BHATIA,4162,GAELKRG-01,1,E-48,60:14,60,14,Mains failure:Overvoltage L1,2,04:47:57,2023-08-14,Aug,4,47,57,4.94
GJ,BHATIA,4162,GAELKRG-02,2,E-48,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,00:02:57,2023-08-14,Aug,0,2,57,0.19
GJ,BHATIA,4162,GAELKRG-02,2,E-48,67:503,67,503,Overtemperature:Thermoswitch heatsink inv.3,3,04:40:17,2023-08-14,Aug,4,40,17,4.71
GJ,BHATIA,4162,GGLKRG-04,11,E-48,60:13,60,13,Mains failure:Undervoltage L3,1,00:03:26,2023-08-14,Aug,0,3,26,0.12
GJ,BHATIA,4163,RIVAA-02,5,E-40,202:23,202,23,Inverter bus error :Inverter control.2 CPU 1+2,1,00:05:01,2023-08-14,Aug,0,5,1,0.09
GJ,BHATIA,4163,RIVAA-02,5,E-40,220:34,220,34,Processor reset:Inverter control 2 CPU 2,18,02:54:24,2023-08-14,Aug,2,54,24,2.97
GJ,BHATIA,4163,RIVAA-02,5,E-40,67:25,67,25,Overtemperature :Thermoswitch heatsink conv. 2,2,01:21:25,2023-08-14,Aug,1,21,25,1.42
GJ,BHATIA,4163,RIVAA-02,5,E-40,90:65,90,65,Prot. Circuit-breaker tripped:Yaw drive,1,02:35:26,2023-08-14,Aug,2,35,26,2.66
GJ,BHATIA,4163,SMNA-01,1,E-48,62:3,62,3,Grid feeding error:Power to switch off,1,03:54:16,2023-08-14,Aug,3,54,16,3.94
GJ,BHATIA,4164,ASPLKRG-01,7,E-48,67:502,67,502,Overtemperature:Thermoswitch heatsink inv.2,2,00:37:44,2023-08-14,Aug,0,37,44,0.74
GJ,BHATIA,4164,GIWPLKP-04,17,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:30:06,2023-08-14,Aug,0,30,6,0.52
GJ,BHATIA,4164,GIWPLKP-04,17,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:00:22,2023-08-14,Aug,0,0,22,0.06
GJ,BHATIA,4164,GIWPLKP-04,17,E-53,60:15,60,15,Mains failure:Overvoltage L2,3,04:05:24,2023-08-14,Aug,4,5,24,4.15
GJ,BHATIA,4164,GIWPLKP-04,17,E-53,60:16,60,16,Mains failure:Overvoltage L3,2,00:16:50,2023-08-14,Aug,0,16,50,0.41
GJ,BHATIA,4164,GIWPLKP-06,19,E-53,60:14,60,14,Mains failure:Overvoltage L1,1,00:20:02,2023-08-14,Aug,0,20,2,0.34
GJ,BHATIA,4164,GIWPLKP-06,19,E-53,60:16,60,16,Mains failure:Overvoltage L3,5,00:14:35,2023-08-14,Aug,0,14,35,0.33
GJ,BHATIA,4164,GIWPLKP-06,19,E-53,60:9,60,9,Mains failure:Undervoltage L1+L2+L3,1,08:20:50,2023-08-14,Aug,8,20,50,8.47
GJ,BHATIA,4164,GIWPLKP-06,19,E-53,62:319,62,319,Feeding fault:Mains contactor several inv. off,2,02:33:51,2023-08-14,Aug,2,33,51,2.69
GJ,BHATIA,4164,GIWPLKP-07,20,E-53,62:2,62,2,Feeding fault:Power to high,1,00:22:46,2023-08-14,Aug,0,22,46,0.49
GJ,BHATIA,4164,GIWPLKP-10,23,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:24:02,2023-08-14,Aug,1,24,2,1.41
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,438:202,438,202,Error supply IGBT-driver:Inverter control 2,6,07:08:12,2023-08-14,Aug,7,8,12,7.17
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,60:9,60,9,Mains failure:Undervoltage L1+L2+L3,1,00:45:43,2023-08-14,Aug,0,45,43,0.87
GJ,BHATIA,4164,GIWPLKP-11,24,E-53,66:13,66,13,Fault rectifier:Overvoltage  DC-link,1,00:18:18,2023-08-14,Aug,0,18,18,0.35
GJ,BHATIA,4164,GIWPLKP-15,28,E-53,67:403,67,403,Overtemperature:Heatsink step-up-chopper inv.3,2,02:28:37,2023-08-14,Aug,2,28,37,2.57
GJ,BHATIA,4164,GIWPLKP-16,29,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:32:58,2023-08-14,Aug,1,32,58,1.69
GJ,BHATIA,4164,GIWPLKP-17,30,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,01:48:04,2023-08-14,Aug,1,48,4,1.81
GJ,BHATIA,4164,GIWPLKP-17,30,E-53,70:3,70,3,Generator overtemperature:Stator (measurement),1,01:55:45,2023-08-14,Aug,1,55,45,2.04
GJ,BHATIA,4164,GIWPLKP-18,31,E-53,60:12,60,12,Mains failure:Undervoltage L2,1,00:31:14,2023-08-14,Aug,0,31,14,0.56
GJ,BHATIA,4164,GIWPLKP-18,31,E-53,60:13,60,13,Mains failure:Undervoltage L3,1,05:34:04,2023-08-14,Aug,5,34,4,5.58
GJ,BHATIA,4164,GIWPLKP-19,32,E-53,42:303,42,303,Pitch control error:Limit switch 95° blade C,1,00:31:38,2023-08-14,Aug,0,31,38,0.62
GJ,BHATIA,4164,GIWPLKP-19,32,E-53,60:12,60,12,Mains failure:Undervoltage L2,2,01:38:31,2023-08-14,Aug,1,38,31,1.72
GJ,BHATIA,4164,GIWPLKP-21,34,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:38:56,2023-08-14,Aug,0,38,56,0.79
GJ,BHATIA,4164,GIWPLKP-21,34,E-53,60:15,60,15,Mains failure:Overvoltage L2,11,01:02:03,2023-08-14,Aug,1,2,3,1.04
GJ,BHATIA,4164,GIWPLKP-21,34,E-53,60:16,60,16,Mains failure:Overvoltage L3,24,05:09:01,2023-08-14,Aug,5,9,1,5.15
GJ,BHATIA,4164,GIWPLKP-22,35,E-53,60:11,60,11,Mains failure:Undervoltage L1,1,00:12:45,2023-08-14,Aug,0,12,45,0.32
GJ,BHATIA,4164,ICPLKRG-01,13,E-48,60:11,60,11,Mains failure:Undervoltage L1,1,00:36:57,2023-08-14,Aug,0,36,57,0.76
GJ,BHATIA,4164,ICPLKRG-01,13,E-48,67:502,67,502,Overtemperature:Thermoswitch heatsink inv.2,2,00:04:22,2023-08-14,Aug,0,4,22,0.13
GJ,BHATIA,4164,RMPLKRG-01,9,E-48,438:202,438,202,Error supply IGBT-driver:Inverter control 2,1,00:49:08,2023-08-14,Aug,0,49,8,0.84
GJ,BHATIA,4164,RMPLKRG-01,9,E-48,60:11,60,11,Mains failure:Undervoltage L1,1,00:01:28,2023-08-14,Aug,0,1,28,0.09
GJ,BHATIA,4167,AESVG-48,4,E-53,60:13,60,13,Mains failure:Undervoltage L3,2,03:36:31,2023-08-14,Aug,3,36,31,3.69
GJ,BHATIA,4169,AESVG-33,2,E-53,438:201,438,201,Error supply IGBT-driver:Inverter control 1,4,05:08:55,2023-08-14,Aug,5,8,55,5.29
GJ,KUTCH,4152,VISHWKC-01,33,E-53,70:1,70,1,Generator overtemperature:Stator,2,03:44:36,2023-08-14,Aug,3,44,36,3.83
GJ,KUTCH,4152,VISHWKC-19,7,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,04:17:59,2023-08-14,Aug,4,17,59,4.45
GJ,KUTCH,4152,VISHWKC-20,8,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,02:48:50,2023-08-14,Aug,2,48,50,2.94
GJ,KUTCH,4152,VISHWKC-21,9,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,02:58:52,2023-08-14,Aug,2,58,52,3.11
GJ,KUTCH,4152,VISHWKC-33,48,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,01:44:27,2023-08-14,Aug,1,44,27,1.81
GJ,KUTCH,4152,VISHWKC-34,41,E-53,304:52,304,52,Turbine control bus error (Timeout):Yaw inverter 2,2,03:55:19,2023-08-14,Aug,3,55,19,3.97
GJ,KUTCH,4152,VISHWKC-38,52,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,1,02:03:19,2023-08-14,Aug,2,3,19,2.1
GJ,KUTCH,4152,VISHWKC-38,52,E-53,62:2,62,2,Feeding fault:Power to high,1,00:19:09,2023-08-14,Aug,0,19,9,0.34
GJ,KUTCH,4152,VISHWKC-56,55,E-53,42:307,42,307,Pitch control error:Angle error blade C,1,04:11:39,2023-08-14,Aug,4,11,39,4.29
GJ,KUTCH,4152,VISHWKC-73,19,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,1,03:46:32,2023-08-14,Aug,3,46,32,3.86
GJ,KUTCH,4190,VISHWKC-42,1,E-53,300:19,300,19,Turbine control bus error I(Bus-Off):Blade C,2,06:58:54,2023-08-14,Aug,6,58,54,7.12
GJ,KUTCH,4190,VISHWKC-44,4,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,02:29:38,2023-08-14,Aug,2,29,38,2.59
GJ,KUTCH,4190,VISHWKC-65,11,E-53,42:334,42,334,Pitch control error:Overtemperature motor blade C,3,01:11:11,2023-08-14,Aug,1,11,11,1.21
GJ,KUTCH,4190,VISHWKC-65,11,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,4,08:29:28,2023-08-14,Aug,8,29,28,8.56
GJ,KUTCH,4190,VISHWKC-68,14,E-53,48:10,48,10,Speed sensor error:Acceleration measurement,3,00:35:51,2023-08-14,Aug,0,35,51,0.73
GJ,KUTCH,4190,VISHWKC-82,22,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,4,13:44:45,2023-08-14,Aug,13,44,45,13.86
GJ,LALPUR,4138,CEPCOLP-01,5,E-53,25:123,25,123,Fault yaw inverter:Malfunction yaw sensor 3 system 1,1,09:35:35,2023-08-14,Aug,9,35,35,9.68
GJ,LALPUR,4138,LWELLP-43,22,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,01:41:18,2023-08-14,Aug,1,41,18,1.73
GJ,LALPUR,4138,VISHWLP-30,14,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,00:21:14,2023-08-14,Aug,0,21,14,0.39
GJ,LALPUR,4138,VISHWLP-30,14,E-53,62:2,62,2,Feeding fault:Power to high,1,00:25:16,2023-08-14,Aug,0,25,16,0.46
GJ,LALPUR,4138,VISHWLP-31,13,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,00:08:51,2023-08-14,Aug,0,8,51,0.28
GJ,LALPUR,4138,VISHWLP-31,13,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,02:10:23,2023-08-14,Aug,2,10,23,2.23
GJ,LALPUR,4140,TORNTLP-01,3,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,1,01:24:17,2023-08-14,Aug,1,24,17,1.45
GJ,LALPUR,4140,TORNTLP-05,7,E-53,42:105,42,105,Pitch control error:Angle monitoring 3° blade A,2,03:17:51,2023-08-14,Aug,3,17,51,3.42
GJ,LALPUR,4140,TORNTLP-05,7,E-53,42:205,42,205,Pitch control error:Angle monitoring 3° blade B,1,02:49:19,2023-08-14,Aug,2,49,19,2.87
GJ,LALPUR,4140,TORNTLP-05,7,E-53,42:305,42,305,Pitch control error:Angle monitoring 3° blade C,1,00:56:49,2023-08-14,Aug,0,56,49,1.07
GJ,LALPUR,4141,EWRDLLP-11,9,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,00:47:50,2023-08-14,Aug,0,47,50,0.92
GJ,LALPUR,4141,EWRDLLP-11,9,E-53,42:234,42,234,Pitch control error:Overtemperature motor blade B,5,03:22:26,2023-08-14,Aug,3,22,26,3.44
GJ,LALPUR,4141,LWELLP-47,23,E-53,42:207,42,207,Pitch control error:Angle error blade B,2,03:59:10,2023-08-14,Aug,3,59,10,4.01
GJ,LALPUR,4141,LWELLP-49,21,E-53,42:2,42,2,Pitch control error:Blade angle > 50º,10,00:04:37,2023-08-14,Aug,0,4,37,0.17
GJ,LALPUR,4141,VISHWLP-36,15,E-53,42:207,42,207,Pitch control error:Angle error blade B,1,09:18:55,2023-08-14,Aug,9,18,55,9.45
GJ,LALPUR,4146,TORNTLP-26,7,E-53,25:124,25,124,Fault yaw inverter:Malfunction yaw sensor 4 system 1,1,03:11:09,2023-08-14,Aug,3,11,9,3.21
